service,category,operation,provider,resource_type,gap_filled
identity,AuditLogs,Delete group settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Finish applying group based license to user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Grant contextual consent to application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove app role assignment from group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove eligible owner from group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove label from group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set group to be managed by user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Trigger group license recalculation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update group settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add owner to application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add owner to service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add policy to application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add policy to service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Cancel application update with safe rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Complete application update after safe rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove app role assignment from service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove delegated permission grant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove owner from application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove owner from service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove policy from application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove policy from service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore consent,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set verified publisher,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Unset verified publisher,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update application with safe rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update application - Certificates and secrets management,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add EligibleRoleAssignment to RoleDefinition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add eligible member to role,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role scoped over Restricted Management Administrative Unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add role assignment to role definition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add role definition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add role from template,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add scoped member to role,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete role definition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove EligibleRoleAssignment from RoleDefinition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove eligible member from role,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from role scoped over Restricted Management Administrative Unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove role assignment from role definition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove scoped member from role,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update role,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update role definition,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add partner to company,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add sharedEmailDomainInvitation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add unverified domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add verified domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Company,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create company settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete company allowed data location,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete company settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete subscription,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Deleting Source Tenant subscriptions,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Demote partner,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Directory deleted,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Directory deleted permanently,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Directory scheduled for deletion (Lifecycle),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Directory scheduled for deletion (UserRequest),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get cross-cloud verification code for domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete Domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Promote company to partner,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Promote sub domain to root domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove partner from company,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove unverified domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove verified domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Schedule Add sharedEmailDomain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Schedule Remove sharedEmailDomain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set Company Information,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set DirSync feature,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set DirSyncEnabled flag,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set Partnership,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set accidental deletion threshold,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set company allowed data location,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set company multinational feature enabled,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set directory feature on tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set domain authentication,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set federation settings on domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set password policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Soft Delete Domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Suspending Source Tenant Subscriptions,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update company settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update sharedEmailDomain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update sharedEmailDomainInvitation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Verify domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Verify email verified domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to restricted management administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from restricted management administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update administrative unit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add agreement,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete agreement,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard delete agreement,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update agreement,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add CertBasedAuthConfiguration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard delete CertificationBasedAuthConfiguration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create CertificateAuthorityEntity,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete CertificateAuthorityEntity,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete CertificateAuthorityEntity,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore CertificateAuthorityEntity,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update CertificateAuthorityEntity,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add CertificateBasedAuthConfiguration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete CertificateBasedAuthConfiguration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update CertificateBasedAuthConfiguration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Branding Theme,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Branding Theme,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete Branding Theme,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Branding Theme,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Branding Theme Localization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Branding Theme Localization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete Branding Theme Localization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Branding Theme Localization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete contact,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add a domain-based partner to cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add a partner to cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete a domain-based partner to cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete partner specific cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Migrated partner cross-tenant access settings to the scalable model,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Reset the cross-tenant access default setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a domain-based partner to cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a partner cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update the company default cross-tenant access setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create a partner cross-tenant identity sync setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete a partner cross-tenant identity sync setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a partner cross-tenant identity sync setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Adding allowed assignable roles,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Updating allowed assignable roles,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add device configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete device configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update device configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add device from DeviceTemplate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add DeviceTemplate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add owner to DeviceTemplate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete DeviceTemplate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add kerberos domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete kerberos domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore kerberos domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update kerberos domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add label,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete label,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update label,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Access approved,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Access removed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Request canceled,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Request created,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Request rejected,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create a MultiTenantOrg,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete MultiTenantOrg,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a MultiTenantOrg,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Reset a multi tenant org identity sync policy template,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a multi tenant org identity sync policy template,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Reset a multi tenant org partner configuration template,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a multi tenant org partner configuration template,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add MultiTenantOrg tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete MultiTenantOrg tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete MultiTenantOrg tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Tenant joining MultiTenantOrg tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update MultiTenantOrg tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create OrganizationalUnit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete OrganizationalUnit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update OrganizationalUnit,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create PendingExternalUserProfile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete PendingExternalUserProfile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete PendingExternalUserProfile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add permission grant policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete permission grant policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update permission grant policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add owner to policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove owner from policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove policy credentials,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create PublicKeyInfrastructure,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete PublicKeyInfrastructure,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard Delete PublicKeyInfrastructure,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Initiate PublicKeyInfrastructure,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore PublicKeyInfrastructure,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update PublicKeyInfrastructure,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update authorization policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Test audit log,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add v2 application permissions,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Check whether the resource name is available,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create API connector,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Identity Provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create authenticationEventListener,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create authenticationEventsFlow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create custom identity provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create custom policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create customAuthenticationExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create or update a B2C directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create or update a B2C directory tenant and resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create or update a CIAM directory tenant and resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create or update a Guest Usages resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create or update localized resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create starter pack,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create user attribute,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create user flow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create v2 application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete API connector,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete B2C Tenant where the caller is an administrator,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete B2C directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete CIAM directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Guest Usages resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Identity Provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete authenticationEventlistener,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete authenticationEventsFlow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete custom policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete customAuthenticationExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete localized resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete user attribute,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete user flow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete v2 application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete v2 application permission grant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Generate key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get API connector,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get B2C Tenants where the caller is an administrator,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get B2C directory resources in a resource group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get B2C directory resources in a subscription,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get CIAM directory resources in a resource group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get Guest Usages resources,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get Identity Provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get Identity Providers,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get OnAttributeCollectionStartCustomExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get OnAttributeCollectionSubmitCustomExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get OnPageRenderStartCustomExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get active key metadata from policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get age gating configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get authentication flows policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get authenticationEventListener,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get authenticationEventsFlow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get authenticationEventsFlows,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get available output claims,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get custom domains,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get custom identity provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get custom policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get custom policy metadata,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get customAuthenticationExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get customAuthenticationExtensions,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get identity provider types,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get list of tenants,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get localized resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get operation status for an async operation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get operations of Microsoft.AzureActiveDirectory resource provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get policy keys,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get supported cultures,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get supported page contracts,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get tenant domains,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get the authenticationEventsPolicy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get user attribute,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get user attributes,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get user flow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get v1 and v2 applications,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get v1 applications,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get v2 application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Move resources,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Retrieve v2 application permissions grants,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Retrieve v2 application service principals,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update API connector,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Identity Provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update OnAttributeCollectionStartCustomExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update OnAttributeCollectionSubmitCustomExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update OnPageRenderStartCustomExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a B2C directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a CIAM directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update a Guest Usages resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update age gating configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update authentication flows policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update authenticationEventListener,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update authenticationEventsFlow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update authenticationEventsPolicy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update custom identity provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update custom policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update customAuthenticationExtension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update local identity provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update subscription status,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update tenant metadata,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update user attribute,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update user flow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Upload certificate to policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Upload key to policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Upload secret into policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Validate customExtension authenticationConfiguration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Validate move resources,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Verify if tenant is B2C,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create or update a localized resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get B2C Tenant where the caller is an administrator,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get Guest Usages resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get Guest Usages directory resources in a resource group,Microsoft.AADIAM,diagnosticSettings,Yes
